77.245.57.108 - - [01/Mar/2023:02:13:47 +0600] "GET /index HTTP/1.1" 301 169 "-" "mozilla/5.0 (windows nt 6.1; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/80.0.3987.122 safari/537.36"
77.245.57.108 - - [01/Mar/2023:02:13:56 +0600] "GET /index HTTP/1.1" 301 169 "-" "mozilla/5.0 (macintosh; intel mac os x 10_15_3) applewebkit/605.1.15 (khtml, like gecko) version/13.0.5 safari/605.1.15"
77.245.57.108 - - [01/Mar/2023:02:13:56 +0600] "GET /registration_rules HTTP/1.1" 301 169 "-" "mozilla/5.0 (macintosh; intel mac os x 10_15_3) applewebkit/605.1.15 (khtml, like gecko) version/13.0.5 safari/605.1.15"
77.245.57.108 - - [01/Mar/2023:02:13:56 +0600] "GET / HTTP/1.1" 301 169 "-" "mozilla/5.0 (macintosh; intel mac os x 10_15_3) applewebkit/605.1.15 (khtml, like gecko) version/13.0.5 safari/605.1.15"
77.245.57.108 - - [01/Mar/2023:02:13:56 +0600] "GET /auth HTTP/1.1" 301 169 "-" "mozilla/5.0 (macintosh; intel mac os x 10_15_3) applewebkit/605.1.15 (khtml, like gecko) version/13.0.5 safari/605.1.15"
77.245.57.108 - - [01/Mar/2023:02:13:56 +0600] "GET /registration.html HTTP/1.1" 301 169 "-" "mozilla/5.0 (macintosh; intel mac os x 10_15_3) applewebkit/605.1.15 (khtml, like gecko) version/13.0.5 safari/605.1.15"
77.245.57.108 - - [01/Mar/2023:02:13:56 +0600] "GET /forget2.html?language=1 HTTP/1.1" 301 169 "-" "mozilla/5.0 (macintosh; intel mac os x 10_15_3) applewebkit/605.1.15 (khtml, like gecko) version/13.0.5 safari/605.1.15"
77.245.57.108 - - [01/Mar/2023:02:14:05 +0600] "GET / HTTP/1.1" 301 169 "-" "mozilla/5.0 (x11; ubuntu; linux x86_64; rv:73.0) gecko/20100101 firefox/73.0"
77.245.57.108 - - [01/Mar/2023:02:14:05 +0600] "GET /forget2.html?language=1 HTTP/1.1" 301 169 "-" "mozilla/5.0 (x11; ubuntu; linux x86_64; rv:73.0) gecko/20100101 firefox/73.0"
179.43.177.242 - - [01/Mar/2023:02:39:23 +0600] "GET / HTTP/1.1" 404 153 "-" "Hello World"
79.173.88.18 - - [01/Mar/2023:02:44:36 +0600] "GET /v7/ HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.3.949 Yowser/2.5 Safari/537.36"
185.31.167.164 - - [01/Mar/2023:02:45:45 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.2.987 Yowser/2.5 Safari/537.36"
193.32.162.159 - - [01/Mar/2023:02:52:27 +0600] "GET / HTTP/1.1" 404 188 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
195.211.23.217 - - [01/Mar/2023:02:56:55 +0600] "GET / HTTP/1.1" 301 169 "-" "Python/3.8 aiohttp/3.6.2"
195.211.23.223 - - [01/Mar/2023:02:56:55 +0600] "GET / HTTP/1.1" 301 169 "-" "Python/3.8 aiohttp/3.6.2"
141.164.123.157 - - [01/Mar/2023:03:50:45 +0600] "GET / HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
213.180.203.111 - - [01/Mar/2023:03:59:03 +0600] "GET /robots.txt HTTP/1.1" 301 169 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
213.180.203.120 - - [01/Mar/2023:03:59:04 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.268"
205.169.39.101 - - [01/Mar/2023:03:59:42 +0600] "GET /index.m3u8 HTTP/1.1" 404 188 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
23.251.102.74 - - [01/Mar/2023:04:05:04 +0600] "GET / HTTP/1.1" 404 188 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
195.211.23.215 - - [01/Mar/2023:04:12:13 +0600] "GET / HTTP/1.1" 301 169 "-" "Python/3.8 aiohttp/3.6.2"
193.32.162.159 - - [01/Mar/2023:04:40:33 +0600] "GET / HTTP/1.1" 404 188 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
3.253.131.119 - - [01/Mar/2023:05:07:59 +0600] "HEAD / HTTP/1.1" 301 0 "https://www.netcraft.com/survey/" "Mozilla/4.0 (compatible; Netcraft Web Server Survey)"
192.241.199.30 - - [01/Mar/2023:05:36:38 +0600] "MGLNDD_5.63.119.55_80" 400 157 "-" "-"
95.161.221.68 - - [01/Mar/2023:05:40:23 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0"
95.29.230.219 - - [01/Mar/2023:05:40:40 +0600] "GET /getLoginPage?lang=2&939776289 HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.2.987 Yowser/2.5 Safari/537.36"
94.102.51.9 - - [01/Mar/2023:06:00:04 +0600] "GET / HTTP/1.0" 404 153 "-" "masscan/1.3 (https://github.com/robertdavidgraham/masscan)"
92.118.39.108 - - [01/Mar/2023:06:15:37 +0600] "GET /.git/config HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
193.32.162.159 - - [01/Mar/2023:06:30:25 +0600] "GET / HTTP/1.1" 404 188 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
143.244.50.172 - - [01/Mar/2023:06:37:10 +0600] "GET /config/getuser?index=0 HTTP/1.1" 404 125 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
20.51.172.215 - - [01/Mar/2023:06:52:37 +0600] "GET /.env HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
20.51.172.215 - - [01/Mar/2023:06:52:38 +0600] "GET /wp-content/ HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
179.43.177.242 - - [01/Mar/2023:07:06:41 +0600] "POST /boaform/admin/formLogin HTTP/1.1" 404 125 "http://5.63.119.55:80/admin/login.asp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0"
179.43.177.242 - - [01/Mar/2023:07:06:41 +0600] "" 400 0 "-" "-"
95.161.221.104 - - [01/Mar/2023:07:11:48 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.3.949 Yowser/2.5 Safari/537.36"
95.29.227.104 - - [01/Mar/2023:07:12:42 +0600] "GET /v7/ HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.3.949 Yowser/2.5 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:48 +0600] "GET /.env.www HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:48 +0600] "GET /.env_1 HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:49 +0600] "GET /.env_sample HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:49 +0600] "GET /.aws/credentials HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:49 +0600] "GET /_static/.env HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:50 +0600] "GET /.c9/metadata/environment/.env HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:50 +0600] "GET /.docker/.env HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:50 +0600] "GET /.env HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:51 +0600] "GET /.env.backup HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:51 +0600] "GET /.env.dev HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:51 +0600] "GET /.env.bak%20 HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:52 +0600] "GET /.env.old HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.249.148.19 - - [01/Mar/2023:07:16:52 +0600] "POST / HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
95.82.71.129 - - [01/Mar/2023:07:33:57 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1"
103.83.81.32 - - [01/Mar/2023:07:34:06 +0600] "GET /.env HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
103.83.81.32 - - [01/Mar/2023:07:34:06 +0600] "GET /wp-content/ HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
152.32.245.239 - - [01/Mar/2023:07:40:09 +0600] "\x16\x03\x01\x01\x09\x01\x00\x01\x05\x03\x03S;\xEA\x1D\xB8)[`d\x85\xECb\x95\x13\xB9\xCEI\x0C\xF3_\x8A\xF8\x82\x91\x13:,\x8Dc\xDE\xC5\xDE \x85\xC6\x92\xD0p\xF4\xC0\xF8qE@\x04\xF3V\xC4;\xCDJ\xBDA6;\xDB\x1B\xBA-\x06\xA7b\x8D\xBDM\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 157 "-" "-"
152.32.245.239 - - [01/Mar/2023:07:40:21 +0600] "GET / HTTP/1.1" 404 153 "-" "-"
152.32.245.239 - - [01/Mar/2023:07:40:41 +0600] "GET /favicon.ico HTTP/1.1" 404 125 "-" "Go-http-client/1.1"
152.32.245.239 - - [01/Mar/2023:07:40:43 +0600] "GET /robots.txt HTTP/1.1" 404 125 "-" "Go-http-client/1.1"
152.32.245.239 - - [01/Mar/2023:07:40:47 +0600] "GET /sitemap.xml HTTP/1.1" 404 125 "-" "Go-http-client/1.1"
95.108.213.241 - - [01/Mar/2023:07:59:03 +0600] "GET /robots.txt HTTP/1.1" 301 169 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
95.82.72.164 - - [01/Mar/2023:08:15:25 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Linux; Android 13; SM-G985F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36"
192.241.230.5 - - [01/Mar/2023:08:21:12 +0600] "GET /portal/redlion HTTP/1.1" 404 125 "-" "Mozilla/5.0 zgrab/0.x"
159.65.131.45 - - [01/Mar/2023:08:21:34 +0600] "HEAD / HTTP/1.1" 301 0 "https://www.bing.com" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36"
159.65.131.45 - - [01/Mar/2023:08:21:35 +0600] "GET /wp-login.php HTTP/1.1" 301 169 "http://edu.enu.kz" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36"
159.65.131.45 - - [01/Mar/2023:08:21:37 +0600] "GET /wordpress/wp-login.php HTTP/1.1" 301 169 "http://edu.enu.kz" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36"
159.65.131.45 - - [01/Mar/2023:08:21:38 +0600] "GET /blog/wp-login.php HTTP/1.1" 301 169 "http://edu.enu.kz" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36"
159.65.131.45 - - [01/Mar/2023:08:21:39 +0600] "GET /wp/wp-login.php HTTP/1.1" 301 169 "http://edu.enu.kz" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36"
107.170.245.17 - - [01/Mar/2023:08:23:51 +0600] "GET /actuator/health HTTP/1.1" 404 125 "-" "Mozilla/5.0 zgrab/0.x"
95.56.194.161 - - [01/Mar/2023:08:35:40 +0600] "GET /getLoginPage?lang=1&644425224 HTTP/1.1" 301 169 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.4 Mobile/15E148 Safari/604.1"
78.92.154.84 - - [01/Mar/2023:08:40:23 +0600] "GET / HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
192.241.211.12 - - [01/Mar/2023:08:52:48 +0600] "GET /hudson HTTP/1.1" 404 125 "-" "Mozilla/5.0 zgrab/0.x"
95.108.213.241 - - [01/Mar/2023:08:59:45 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (compatible; YandexMetrika/3.0; +http://yandex.com/bots)"
109.237.97.180 - - [01/Mar/2023:09:05:46 +0600] "GET /.env HTTP/1.1" 404 188 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
109.237.97.180 - - [01/Mar/2023:09:05:46 +0600] "\x16\x03\x01\x01H\x01\x00\x01D\x03\x03\xF04\xA9\x14\x99\x9F\x9E\xFB\x0B\x22\xF1K\xE5\xA4-.\xA5i>b;4\x9FfD\xFC\x8B$\xE8$fe \x1C\x80\xC1\xA7\x0Fi\xA8\xCEZ`v\xB2&i\xF9W\x17\xAC^5\x13\x16Y\x80\xB7\xA9y\x9C\x98?\x9A\xAE\x00b\x13\x02\x13\x03\x13\x01\xC0,\xC00\xC0+\xC0/\xCC\xA9\xCC\xA8\x00\xA3\x00\x9F\x00\xA2\x00\x9E\xCC\xAA\xC0\xAF\xC0\xAD\xC0$\xC0(\xC0" 400 157 "-" "-"
10.85.51.144 - - [01/Mar/2023:09:06:45 +0600] "GET /template.html HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
10.85.51.144 - - [01/Mar/2023:09:06:48 +0600] "GET /index?sid=5bc792cd695ebf63c1154657a079eb9a&returnUrl=%2Ftemplate.html%23%2Fgroups%3Fstudyform%3D0%26year%3D2021%26extra%3D4%26groupID%3D0%26studylang%3D0%26term%3D1%26specializationID%3D0%26page%3D1%26professionID%3D0 HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.36"
10.85.4.250 - - [01/Mar/2023:09:16:57 +0600] "GET // HTTP/1.1" 404 188 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
10.85.4.250 - - [01/Mar/2023:09:16:57 +0600] "GET /favicon.ico HTTP/1.1" 404 188 "http://www.edu.enu.kz//" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
20.110.1.226 - - [01/Mar/2023:09:21:33 +0600] "GET /.env HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
20.110.1.226 - - [01/Mar/2023:09:21:35 +0600] "POST / HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
20.110.1.226 - - [01/Mar/2023:09:21:40 +0600] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 125 "-" "python-requests/2.25.1"
109.184.20.226 - - [01/Mar/2023:09:28:28 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
10.85.51.144 - - [01/Mar/2023:09:28:46 +0600] "GET /template.html HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.115 Safari/537.36"
109.184.86.147 - - [01/Mar/2023:09:28:58 +0600] "GET /index?lang=1 HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.3.949 Yowser/2.5 Safari/537.36"
14.145.164.163 - - [01/Mar/2023:09:31:39 +0600] "GET / HTTP/1.1" 404 125 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8"
114.119.132.85 - - [01/Mar/2023:09:35:19 +0600] "GET /robots.txt HTTP/1.1" 301 169 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
54.241.155.100 - - [01/Mar/2023:09:38:59 +0600] "OPTIONS / HTTP/1.1" 404 188 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
2.75.201.43 - - [01/Mar/2023:09:42:25 +0600] "GET / HTTP/1.1" 301 169 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1"
79.137.202.185 - - [01/Mar/2023:09:45:01 +0600] "GET http://ip-api.com/json/ HTTP/1.1" 404 125 "-" "Go-http-client/1.1"
